Name,Score
GPT-5 mini(high) reasoning,75.4
GPT-5Codex(high) reasoning,74.1
GPT-5(high) reasoning,73.1
GPT-5.1(high) reasoning,72.9
MiniMax-M2 reasoning,72.3
o3 reasoning,71.4
GPT-5 mini(medium) reasoning,71.2
GPT-5(medium) reasoning,70.6
Gemini 3ProPreview reasoning,70.4
gpt-oss-120B(high) reasoning,69.0
o4-mini(high) reasoning,68.7
Kimi K2Thinking reasoning,68.1
GPT-5 nano(high) reasoning,67.6
GPT-5(low) reasoning,66.6
GPT-5 nano(medium) reasoning,65.9
gpt-oss-20B(high) reasoning,65.1
Apriel-v1.5-15B-Thinker reasoning,61.7
Qwen3 Next80B A3B reasoning,60.7
Qwen3 VL32B reasoning,59.4
gpt-oss-120B(low) reasoning,58.3
gpt-oss-20B(low) reasoning,57.8
Claude 4.5Sonnet reasoning,57.3
DeepSeekV3.1Terminus reasoning,57.0
Qwen3 VL235B A22B reasoning,56.5
Claude 4.1Opus reasoning,55.4
Claude 4Sonnet reasoning,54.7
Claude 4.5Haiku reasoning,54.3
DeepSeekV3.2 Exp reasoning,54.1
Qwen3 MaxThinking reasoning,53.8
Grok 4 reasoning,53.7
Claude 4Opus reasoning,53.7
Grok 4.1Fast reasoning,52.7
Gemini 2.5Flash-Lite(Sep) reasoning,52.6
JambaReasoning3B reasoning,52.4
Gemini 2.5Flash(Sep) reasoning,52.3
DoubaoSeed Code reasoning,51.4
Qwen3 235BA22B 2507 reasoning,51.2
Qwen3 30BA3B 2507 reasoning,50.7
Grok 4Fast reasoning,50.5
Gemini 2.5Flash reasoning,50.3
Gemini 2.5Flash-Lite reasoning,49.9
Qwen3 4B2507 reasoning,49.8
Gemini 2.5Pro reasoning,48.7
Claude 3.7Sonnet reasoning,48.3
Qwen3 Max(Preview),48.0
Llama 3.3 70B,47.1
Grok 3,46.9
Cogitov2.1 reasoning,46.3
Qwen3 235B 2507,46.1
Grok 3miniReasoning (high) reasoning,45.9
GPT-5 mini(minimal),45.6
GPT-5 (minimal),45.6
Claude 4 Sonnet,45.4
Qwen3 VL30B A3B reasoning,45.1
GPT-5 (ChatGPT),45.0
Ring-1T reasoning,44.6
MagistralSmall 1.2 reasoning,44.4
Qwen3 Max,44.1
GLM-4.5 reasoning,44.1
Claude 3.7Sonnet,44.0
Gemini 2.5Flash (Sep),43.5
GLM-4.6 reasoning,43.4
Qwen3 Omni30B A3B reasoning,43.4
Ring-flash-2.0 reasoning,43.3
Claude 4 Opus,43.3
GPT-5.1,43.2
DeepSeek V3.2Exp,43.1
Llama 4Maverick,43.0
MagistralMedium 1.2 reasoning,43.0
GPT-4.1,43.0
Claude 4.5Sonnet,42.7
Qwen3 VL 235BA22B,42.7
Claude 4.5Haiku,42.0
Seed-OSS-36B-Instruct reasoning,41.9
Gemini 2.5Flash-Lite(Sep),41.8
MiniMax M180k reasoning,41.8
Kimi K2 0905,41.7
DeepSeekV3.1 reasoning,41.5
Kimi K2,41.5
Qwen3 30B reasoning,41.5
Grok CodeFast 1 reasoning,41.4
