Name,Score
claude-opus-4-6-thinking,1506
claude-opus-4-6,1502
gemini-3-pro,1486
grok-4.1-thinking,1475
gemini-3-flash,1473
claude-opus-4-5-20251101-thinking-32k,1471
claude-opus-4-5-20251101,1467
grok-4.1,1464
gemini-3-flash (thinking-minimal),1462
gpt-5.1-high,1457
glm-5,1452
ernie-5.0-0110,1451
claude-sonnet-4-5-20250929,1451
claude-sonnet-4-5-20250929-thinking-32k,1450
ernie-5.0-preview-1203,1449
gemini-2.5-pro,1449
claude-opus-4-1-20250805-thinking-16k,1449
kimi-k2.5-thinking,1447
claude-opus-4-1-20250805,1445
gpt-4.5-preview-2025-02-27,1444
chatgpt-4o-latest-20250326,1442
glm-4.7,1441
gpt-5.1,1438
kimi-k2.5-instant,1438
gpt-5.2,1437
gpt-5.2-high,1436
gpt-5-high,1435
qwen3-max-preview,1434
o3-2025-04-16,1433
grok-4-1-fast-reasoning,1431
kimi-k2-thinking-turbo,1429
gpt-5-chat,1426
glm-4.6,1425
qwen3-max-2025-09-23,1425
claude-opus-4-20250514-thinking-16k,1424
deepseek-v3.2-exp-thinking,1423
deepseek-v3.2-exp,1423
qwen3-235b-a22b-instruct-2507,1422
grok-4-fast-chat,1422
deepseek-v3.2,1421
deepseek-v3.2-thinking,1420
deepseek-r1-0528,1418
ernie-5.0-preview-1022,1418
deepseek-v3.1,1418
kimi-k2-0905-preview,1418
deepseek-v3.1-thinking,1417
kimi-k2-0711-preview,1417
mistral-large-3,1416
deepseek-v3.1-terminus,1416
deepseek-v3.1-terminus-thinking,1416
qwen3-vl-235b-a22b-instruct,1415
gpt-4.1-2025-04-14,1413
claude-opus-4-20250514,1413
grok-3-preview-02-24,1411
mistral-medium-2508,1411
gemini-2.5-flash,1411
glm-4.5,1410
grok-4-0709,1410
gemini-2.5-flash-preview-09-2025,1405
claude-haiku-4-5-20251001,1404
grok-4-fast-reasoning,1404
o1-2024-12-17,1402
qwen3-235b-a22b-no-thinking,1401
qwen3-next-80b-a3b-instruct,1401
claude-sonnet-4-20250514-thinking-32k,1400
longcat-flash-chat,1400
qwen3-235b-a22b-thinking-2507,1399
deepseek-r1,1398
qwen3-vl-235b-a22b-thinking,1395
amazon-nova-experimental-chat-12-10,1395
deepseek-v3-0324,1394
mimo-v2-flash (non-thinking),1394
hunyuan-vision-1.5-thinking,1393
mai-1-preview,1392
o4-mini-2025-04-16,1391
gpt-5-mini-high,1391
claude-sonnet-4-20250514,1390
claude-3-7-sonnet-20250219-thinking-32k,1389
o1-preview,1388
step-3.5-flash,1388
hunyuan-t1-20250711,1387
minimax-m2.1-preview,1387
qwen3-coder-480b-a35b-instruct,1386
mistral-medium-2505,1385
qwen3-30b-a3b-instruct-2507,1383
hunyuan-turbos-20250416,1382
gpt-4.1-mini-2025-04-14,1382
gemini-2.5-flash-lite-preview-09-2025-no-thinking,1380
glm-4.6v,1378
qwen3-235b-a22b,1375
gemini-2.5-flash-lite-preview-06-17-thinking,1375
qwen2.5-max,1374
claude-3-5-sonnet-20241022,1373
claude-3-7-sonnet-20250219,1372
glm-4.5-air,1371
qwen3-next-80b-a3b-thinking,1369
minimax-m1,1367
amazon-nova-experimental-chat-11-10,1367
gemma-3-27b-it,1365
glm-4.7-flash,1364
o3-mini-high,1364
grok-3-mini-high,1363
gemini-2.0-flash-001,1361
deepseek-v3,1359
grok-3-mini-beta,1357
intellect-3,1356
mistral-small-2506,1356
gpt-oss-120b,1354
gemini-2.0-flash-lite-preview-02-05,1353
glm-4.5v,1353
command-a-03-2025,1353
gemini-1.5-pro-002,1351
amazon-nova-experimental-chat-10-20,1349
hunyuan-turbos-20250226,1349
o3-mini,1348
amazon-nova-experimental-chat-10-09,1347
llama-3.1-nemotron-ultra-253b-v1,1347
minimax-m2,1347
qwen3-32b,1347
ling-flash-2.0,1347
step-3,1346
qwen-plus-0125,1346
gpt-4o-2024-05-13,1346
glm-4-plus-0111,1343
claude-3-5-sonnet-20240620,1343
gemma-3-12b-it,1342
nvidia-llama-3.3-nemotron-super-49b-v1.5,1341
hunyuan-turbo-0110,1340
gpt-5-nano-high,1338
nova-2-lite,1337
o1-mini,1337
qwq-32b,1336
llama-3.1-405b-instruct-bf16,1336
gpt-4o-2024-08-06,1335
grok-2-2024-08-13,1335
gemini-advanced-0514,1335
step-2-16k-exp-202412,1334
llama-3.1-405b-instruct-fp8,1334
olmo-3.1-32b-instruct,1330
yi-lightning,1329
qwen3-30b-a3b,1328
llama-4-maverick-17b-128e-instruct,1328
llama-3.3-nemotron-49b-super-v1,1327
hunyuan-large-2025-02-10,1327
gpt-4-turbo-2024-04-09,1324
claude-3-5-haiku-20241022,1324
deepseek-v2.5-1210,1323
gemini-1.5-pro-001,1323
llama-4-scout-17b-16e-instruct,1323
claude-3-opus-20240229,1322
gpt-4.1-nano-2025-04-14,1322
step-1o-turbo-202506,1321
ring-flash-2.0,1320
llama-3.3-70b-instruct,1320
glm-4-plus,1319
gemma-3n-e4b-it,1319
qwen-max-0919,1318
gpt-4o-mini-2024-07-18,1318
gpt-oss-20b,1317
nvidia-nemotron-3-nano-30b-a3b-bf16,1317
qwen2.5-plus-1127,1315
athene-v2-chat,1315
mistral-large-2407,1314
gpt-4-0125-preview,1313
gpt-4-1106-preview,1313
hunyuan-standard-2025-02-10,1312
mercury,1310
gemini-1.5-flash-002,1310
grok-2-mini-2024-08-13,1308
deepseek-v2.5,1307
athene-70b-0725,1306
olmo-3-32b-think,1306
mistral-large-2411,1305
magistral-medium-2506,1305
mistral-small-3.1-24b-instruct-2503,1305
gemma-3-4b-it,1303
qwen2.5-72b-instruct,1303
llama-3.1-nemotron-70b-instruct,1299
hunyuan-large-vision,1296
llama-3.1-70b-instruct,1294
amazon-nova-pro-v1.0,1290
jamba-1.5-large,1289
ibm-granite-h-small,1288
gemma-2-27b-it,1288
reka-core-20240904,1288
gpt-4-0314,1287
llama-3.1-tulu-3-70b,1287
llama-3.1-nemotron-51b-instruct,1287
olmo-3.1-32b-think,1286
gemini-1.5-flash-001,1286
claude-3-sonnet-20240229,1281
gemma-2-9b-it-simpo,1280
nemotron-4-340b-instruct,1278
command-r-plus-08-2024,1277
llama-3-70b-instruct,1276
gpt-4-0613,1276
mistral-small-24b-instruct-2501,1274
glm-4-0520,1274
reka-flash-20240904,1272
qwen2.5-coder-32b-instruct,1271
c4ai-aya-expanse-32b,1267
gemma-2-9b-it,1266
deepseek-coder-v2,1265
command-r-plus,1262
qwen2-72b-instruct,1262
claude-3-haiku-20240307,1261
amazon-nova-lite-v1.0,1261
gemini-1.5-flash-8b-001,1259
phi-4,1256
olmo-2-0325-32b-instruct,1252
command-r-08-2024,1251
mistral-large-2402,1243
amazon-nova-micro-v1.0,1241
jamba-1.5-mini,1239
ministral-8b-2410,1237
gemini-pro-dev-api,1235
qwen1.5-110b-chat,1234
reka-flash-21b-20240226-online,1234
qwen1.5-72b-chat,1234
hunyuan-standard-256k,1233
mixtral-8x22b-instruct-v0.1,1230
command-r,1227
reka-flash-21b-20240226,1227
gpt-3.5-turbo-0125,1225
llama-3-8b-instruct,1223
mistral-medium,1223
c4ai-aya-expanse-8b,1223
gemini-pro,1222
llama-3.1-tulu-3-8b,1221
yi-1.5-34b-chat,1214
zephyr-orpo-141b-A35b-v0.1,1213
llama-3.1-8b-instruct,1212
granite-3.1-8b-instruct,1209
qwen1.5-32b-chat,1204
gpt-3.5-turbo-1106,1203
gemma-2-2b-it,1199
phi-3-medium-4k-instruct,1198
mixtral-8x7b-instruct-v0.1,1198
dbrx-instruct-preview,1195
internlm2_5-20b-chat,1192
qwen1.5-14b-chat,1191
wizardlm-70b,1185
deepseek-llm-67b-chat,1185
yi-34b-chat,1184
openchat-3.5-0106,1183
openchat-3.5,1183
granite-3.0-8b-instruct,1182
gemma-1.1-7b-it,1180
snowflake-arctic-instruct,1180
granite-3.1-2b-instruct,1180
tulu-2-dpo-70b,1179
openhermes-2.5-mistral-7b,1176
vicuna-33b,1173
starling-lm-7b-beta,1172
phi-3-small-8k-instruct,1172
llama-2-70b-chat,1171
starling-lm-7b-alpha,1168
llama-3.2-3b-instruct,1167
nous-hermes-2-mixtral-8x7b-dpo,1165
qwq-32b-preview,1157
granite-3.0-2b-instruct,1156
llama2-70b-steerlm-chat,1156
solar-10.7b-instruct-v1.0,1153
dolphin-2.2.1-mistral-7b,1152
mpt-30b-chat,1151
mistral-7b-instruct-v0.2,1150
wizardlm-13b,1150
falcon-180b-chat,1148
qwen1.5-7b-chat,1144
phi-3-mini-4k-instruct-june-2024,1143
llama-2-13b-chat,1142
vicuna-13b,1141
qwen-14b-chat,1139
