Name,Score
Claude 4.1Opus,88.0
Claude 4.5Sonnet,87.5
Claude 4Opus,87.3
GPT-5(high),87.1
GPT-5(medium),86.7
Grok 4,86.6
GPT-5Codex(high),86.5
Gemini 2.5Pro,86.2
GPT-5(low),86.0
Claude 4.5Sonnet,86.0
Claude 4 Opus,86.0
Gemini 2.5Pro (Mar),85.8
o3,85.3
DeepSeekV3.1Terminus,85.1
DeepSeekV3.1,85.1
DeepSeekV3.2 Exp,85.0
Grok 4Fast,85.0
DeepSeekR1 0528,84.9
DeepSeekR1 (Jan),84.4
Qwen3 235BA22B 2507,84.3
Gemini 2.5Flash(Sep),84.2
Claude 4Sonnet,84.2
Qwen3 Max,84.1
o1,84.1
Qwen3 Max(Preview),83.8
GPT-5 mini(high),83.7
Gemini 2.5Pro (May),83.7
Claude 4 Sonnet,83.7
Claude 3.7Sonnet,83.7
Gemini 2.5Flash (Sep),83.6
DeepSeek V3.1Terminus,83.6
DeepSeek V3.2Exp,83.6
GLM-4.5,83.5
DeepSeek V3.1,83.3
o4-mini(high),83.2
Gemini 2.5Flash,83.2
Hermes 4405B,82.9
GLM-4.6,82.9
GPT-5 mini(medium),82.8
Grok 3miniReasoning (high),82.8
Qwen3 235B 2507,82.8
Qwen3 235B,82.8
LlamaNemotronUltra,82.5
Qwen3 Next80B A3B,82.4
Kimi K2,82.4
GPT-5 (ChatGPT),82.0
MiniMax-M2,82.0
Kimi K2 0905,81.9
Qwen3 Next 80BA3B,81.9
DeepSeek V30324,81.9
EXAONE 4.032B,81.8
MiniMax M180k,81.6
MagistralMedium 1.2,81.5
GLM-4.5-Air,81.5
Seed-OSS-36B-Instruct,81.5
LlamaNemotronSuper 49B v1.5,81.4
Hermes 470B,81.1
Llama 4Maverick,80.9
Gemini 2.5Flash,80.9
gpt-oss-120B(high),80.8
Gemini 2.5Flash-Lite(Sep),80.8
MiniMax M140k,80.8
Qwen3 VL30B A3B,80.7
GPT-5 (minimal),80.6
GPT-4.1,80.6
Solar Pro2,80.5
Qwen3 30BA3B 2507,80.5
Gemini 2.0 ProExperimental,80.5
GPT-4o (Mar),80.3
Claude 3.7Sonnet,80.3
o3-mini(high),80.2
Claude 4.5Haiku,80.0
Gemini 2.5Flash,80.0
Grok 3,79.9
Gemini 2.0FlashThinking exp. (Jan),79.8
Qwen3 32B,79.8
Gemini 2.5Flash-Lite(Sep),79.6
DeepSeekR1 DistillLlama 70B,79.5
Grok CodeFast 1,79.3
Qwen3 Omni30B A3B,79.2
o3-mini,79.1
GLM-4.5V,78.8
Qwen3 Coder480B,78.8
Llama 3.3NemotronSuper 49B,78.5
GLM-4.6,78.4
Gemini 2.5Flash,78.3
Gemini 2.0Flash (exp),78.2
GPT-4.1 mini,78.1
GPT-5 nano(high),78.0
Gemini 2.0Flash,77.9
Qwen3 30B A3B2507,77.7
Qwen3 30B,77.7
ERNIE 4.5 300BA47B,77.6
GPT-5 mini(minimal),77.5
Qwen3 14B,77.4
Apriel-v1.5-15B-Thinker,77.3
GPT-4o(ChatGPT),77.3
GPT-5 nano(medium),77.2
Claude 3.5Sonnet (Oct),77.2
MagistralSmall 1.2,76.8
EXAONE 4.0 32B,76.8
Solar Pro2,76.8
Qwen3 VL 30BA3B,76.4
QwQ-32B,76.4
Qwen2.5 Max,76.2
Qwen3 235B,76.2
Claude 4.5Haiku,76.0
Mistral Medium3,76.0
