Name,Score
GPT-5(high),94.3
gpt-oss-120B(high),93.4
Grok 4,92.7
GPT-5(medium),91.7
Qwen3 235B2507,91.0
o4-mini(high),90.7
GPT-5 mini(high),90.7
DeepSeekV3.1,89.7
o3,88.3
Gemini 2.5Pro,87.7
GPT-5 mini(medium),85.0
Grok 3mini Reasoning (high),84.7
GPT-5 nano(high),83.7
GPT-5(low),83.0
Qwen3 4B2507,82.7
Qwen3 235B,82.0
GLM-4.5-Air,80.7
Claude 4.1Opus,80.3
EXAONE 4.032B,80.0
GPT-5 nano(medium),78.3
LlamaNemotron Super 49B v1.5,76.7
DeepSeekR1 0528,76.0
Claude 4Sonnet,74.3
GLM-4.5,73.7
Gemini 2.5Flash,73.3
Claude 4Opus,73.3
GLM-4.5V,73.0
Qwen3 32B,73.0
Qwen3 30B,72.3
Qwen3 235B 2507,71.7
NVIDIANemotron Nano 9B V2,69.7
Hermes 4 -Llama-3.1 70B,68.7
DeepSeekR1 (Jan),68.0
Qwen3 30B 2507,66.3
DeepSeekR1 0528 Qwen3 8B,63.7
LlamaNemotron Ultra,63.7
DeepSeekR1 Distill Qwen 32B,63.0
NVIDIA NemotronNano 9B V2,62.3
gpt-oss-20B(high),61.7
Solar Pro2,61.3
MiniMax M180k,61.0
Gemini 2.5Flash,60.3
Qwen3 14B,58.0
Kimi K2 0905,57.3
Kimi K2,57.0
Qwen3 30B2507,56.3
DeepSeekR1 Distill Qwen 14B,55.7
Qwen3 14B,55.7
Llama 3.3Nemotron Super 49B,54.7
DeepSeekR1 Distill Llama 70B,53.7
Gemini 2.5Flash-Lite,53.3
Exaone 4.01.2B,50.3
Llama 3.1Nemotron Nano 4B v1.1,50.0
DeepSeek V3.1,49.7
GPT-5 mini(minimal),46.7
GPT-4.1 mini,46.3
Grok CodeFast 1,43.3
MagistralSmall,41.3
DeepSeekR1 Distill Llama 8B,41.3
DeepSeek V30324,41.0
MagistralMedium,40.3
EXAONE 4.0 32B,39.3
Qwen3 Coder480B,39.3
Qwen3 1.7B,38.7
Mistral Medium3.1,38.3
Claude 4 Sonnet,38.0
Claude 4 Opus,36.3
Gemini 2.5Flash-Lite,35.3
GPT-4.1,34.7
GPT-5 (minimal),31.7
Mistral Medium3,30.3
Solar Pro 2,30.0
QwQ-32B,29.0
Qwen3 Coder 30B,29.0
GPT-5 nano(minimal),27.3
Mistral Small3.2,27.0
DeepSeek V3(Dec),26.0
GPT-4o (Mar),25.7
Qwen3 8B,24.3
GPT-4.1 nano,24.0
Exaone 4.0 1.2B,24.0
Qwen3 235B,23.7
Qwen3 4B,22.3
DeepSeekR1 Distill Qwen 1.5B,22.0
Gemini 2.0Flash,21.7
Qwen3 30B,21.7
Claude 3.7Sonnet,21.0
Gemma 3 27B,20.7
Qwen3 32B,19.7
Llama 4Maverick,19.3
Qwen3 8B,19.0
Gemma 3 12B,18.3
Phi-4,18.0
Qwen3 0.6B,18.0
Nova Premier,17.3
Hermes 4 405B,15.3
GLM-4.5V,15.3
GPT-4o mini,14.7
Gemma 3n E4B,14.3
Llama 4 Scout,14.0
Mistral Large 2(Nov),14.0
Qwen2.5 72B,14.0
MiniMax M140k,13.7
Command A,13.0
Gemma 3 4B,12.7
Hermes 4 70B,11.3
Llama 3.1Nemotron 70B,11.0
Qwen3 0.6B,10.3
Llama NemotronSuper 49B v1.5,8.0
Llama 3.3 70B,7.7
Llama 3.3Nemotron Super 49B v1,7.7
Qwen3 1.7B,7.3
Nova Pro,7.0
Nova Lite,7.0
Granite 3.3 8B,6.7
Phi-4 Mini,6.7
GPT-4o (Nov),6.0
Nova Micro,6.0
Devstral Medium,4.7
Llama 3.1 8B,4.3
Mistral Small 3,4.3
Llama 3.1 70B,4.0
Mistral Small3.1,3.7
Gemma 3 1B,3.3
LFM2 1.2B,3.3
Llama 3.2 3B,3.3
Llama 3.1 405B,3.0
Jamba 1.7 Large,2.3
Pixtral Large,2.3
Llama 3.2 11B(Vision),1.7
Phi-3 Mini,0.3
