Name,Score
Gemini 3 Flash (12/25),76.20
GPT 5.2,75.40
Claude Opus 4.5 (Nonthinking),74.60
Claude Opus 4.5 (Thinking),74.20
Gemini 3 Pro (11/25),71.60
GPT 5.1 Codex Max,71.00
GPT 5.1 Codex,70.40
Claude Sonnet 4.5 (Thinking),69.80
GPT 5 Codex,69.40
Claude Haiku 4.5 (Thinking),68.80
GPT 5,68.80
DeepSeek V3.2 (Nonthinking),68.40
GPT 5.1,67.20
DeepSeek V3.2 (Thinking),67.20
GLM 4.7,67.00
Claude Sonnet 4 (Nonthinking),65.00
MiniMax-M2.1,62.40
Qwen 3 Max,62.40
Grok 4,58.60
Grok Code Fast,57.60
Kimi K2 Thinking,57.00
GLM 4.6,56.00
Gemini 2.5 Flash Preview (9/25) (Thinking),55.60
Grok 4 Fast (Reasoning),52.40
Grok 4.1 Fast (Reasoning),50.60
Devstral 2,50.40
o3,49.80
GPT 4.1,47.40
Gemini 2.5 Pro Preview,46.80
Qwen 3 Max Preview,44.40
DeepSeek V3.1,43.00
Devstral Small 2,42.40
Grok 3,42.00
Grok 4.1 Fast Non-Reasoning,39.60
Mistral Large 3,36.20
Gemini 2.5 Flash Preview 5/20 (Nonthinking),35.60
Magistral Medium 1.2 (09/2025),34.80
GPT 4.1 Mini,34.80
Kimi K2 Instruct,34.20
Grok 4 Fast (Non-Reasoning),34.00
o4 Mini,33.40
GPT 4o (2024-08-06),27.20
GPT OSS 120B,25.60
Llama 4 Maverick,18.40
Command A,0.20
