Name,Score
gemini-3-pro,1300
gemini-3-flash,1280
gemini-3-flash (thinking-minimal),1254
gpt-5.1-high,1249
gemini-2.5-pro,1248
gpt-5.1,1241
chatgpt-4o-latest-20250326,1235
gemini-2.5-flash-preview-09-2025,1226
gpt-4.5-preview-2025-02-27,1226
gpt-5-chat,1223
ernie-5.0-preview-1220,1217
o3-2025-04-16,1217
gpt-4.1-2025-04-14,1214
gemini-2.5-flash,1213
qwen3-vl-235b-a22b-instruct,1210
gpt-5-high,1208
Anthropicclaude-sonnet-4-20250514-thinking-32k,1207
Anthropicclaude-opus-4-20250514-thinking-16k,1206
gpt-4.1-mini-2025-04-14,1201
o4-mini-2025-04-16,1200
Anthropicclaude-3-7-sonnet-20250219-thinking-32k,1195
o1-2024-12-17,1193
Anthropicclaude-opus-4-20250514,1191
gemini-2.5-flash-lite-preview-06-17-thinking,1188
qwen3-vl-235b-a22b-thinking,1188
Tencenthunyuan-vision-1.5-thinking,1188
Anthropicclaude-sonnet-4-20250514,1187
grok-4-0709,1183
gpt-5-mini-high,1182
qwen-vl-max-2025-08-13,1181
gemini-1.5-pro-002,1178
Anthropicclaude-3-7-sonnet-20250219,1178
gemini-2.5-flash-lite-preview-09-2025-no-thinking,1173
gemini-2.0-flash-001,1169
gpt-4o-2024-05-13,1162
Anthropicclaude-3-5-sonnet-20241022,1162
gemma-3-27b-it,1157
mistral-medium-2505,1155
glm-4.5v,1155
glm-4.6v,1154
Stepfunstep-1o-turbo-202506,1152
Tencenthunyuan-large-vision,1152
mistral-medium-2508,1148
Anthropicclaude-3-5-sonnet-20240620,1147
Metallama-4-maverick-17b-128e-instruct,1146
Stepfunstep-3,1145
gpt-5-nano-high,1144
mistral-small-2506,1139
gemini-1.5-flash-002,1139
gemini-2.0-flash-lite-preview-02-05,1133
Anthropicclaude-3-5-haiku-20241022,1131
mistral-small-3.1-24b-instruct-2503,1126
Metallama-4-scout-17b-16e-instruct,1126
Stepfunstep-1o-vision-32k-highres,1124
qwen2.5-vl-72b-instruct,1122
gpt-4o-2024-08-06,1119
gemini-1.5-pro-001,1118
qwen2.5-vl-32b-instruct,1116
gpt-4-turbo-2024-04-09,1113
gpt-4o-mini-2024-07-18,1097
pixtral-large-2411,1094
gpt-4.1-nano-2025-04-14,1089
qwen2-vl-72b,1086
qwen-vl-max-1119,1085
gemini-1.5-flash-8b-001,1071
Anthropicclaude-3-opus-20240229,1064
Stepfunstep-1v-32k,1063
gemini-1.5-flash-001,1060
molmo-72b-0924,1047
Tencenthunyuan-standard-vision-2024-12-31,1043
Metallama-3.2-vision-90b-instruct,1033
qwen2-vl-7b-instruct,1032
pixtral-12b-2409,1025
internvl2-26b,1025
amazon-nova-lite-v1.0,1021
amazon-nova-pro-v1.0,1020
Anthropicclaude-3-sonnet-20240229,1019
01.AIyi-vision,1004
Anthropicclaude-3-haiku-20240307,1002
Coherec4ai-aya-vision-32b,1000
molmo-7b-d-0924,996
Metallama-3.2-vision-11b-instruct,992
Nvidianvila-internal-15b-v1,988
llava-onevision-qwen2-72b-ov,981
llava-v1.6-34b,966
minicpm-v-2_6,965
cogvlm2-llama3-chat-19b,964
internvl2-4b,958
Azurephi-3.5-vision-instruct,922
Azurephi-3-vision-128k-instruct,884
