Name,Score
Gemini 3ProPreview (high) reasoning,91.7
Gemini 3Flash reasoning,90.8
DeepSeekV3.2Speciale reasoning,89.6
GPT-5.2(medium) reasoning,89.4
GLM-4.7 reasoning,89.4
GPT-5.2(xhigh) reasoning,88.9
gpt-oss-120B(high) reasoning,87.8
ClaudeOpus 4.5 reasoning,87.1
MiMo-V2-Flash reasoning,86.8
GPT-5.1(high) reasoning,86.8
DeepSeekV3.2 reasoning,86.2
o4-mini(high) reasoning,85.9
Gemini 3ProPreview (low) reasoning,85.7
Kimi K2Thinking reasoning,85.3
GPT-5.1Codex(high) reasoning,84.9
GPT-5(high) reasoning,84.6
GPT-5Codex(high) reasoning,84.0
GPT-5 mini(high) reasoning,83.8
GPT-5.1Codex mini(high) reasoning,83.6
Grok 4Fast reasoning,83.2
MiniMax-M2 reasoning,82.6
Grok 4.1Fast reasoning,82.2
Grok 4 reasoning,81.9
ERNIE 5.0ThinkingPreview reasoning,81.2
MiniMax-M2.1 reasoning,81.0
o3 reasoning,80.8
Apriel-v1.6-15B-Thinker reasoning,80.7
Gemini 2.5Pro reasoning,80.1
DeepSeekV3.1Terminus reasoning,79.8
Gemini 3 Flash,79.7
GPT-5 nano(high) reasoning,78.9
DeepSeekV3.2 Exp reasoning,78.9
Qwen3 235BA22B 2507 reasoning,78.8
Qwen3 Next80B A3B reasoning,78.4
DeepSeekV3.1 reasoning,78.4
Gemini 2.5Pro (Mar) reasoning,77.8
gpt-oss-20B(high) reasoning,77.7
INTELLECT-3 reasoning,77.7
DeepSeekR1 0528 reasoning,77.0
Gemini 2.5Pro (May) reasoning,77.0
K-EXAONE reasoning,76.8
Qwen3 Max,76.7
DoubaoSeed Code reasoning,76.6
Seed-OSS-36B-Instruct reasoning,76.5
GPT-5(low) reasoning,76.3
GPT-5 nano(medium) reasoning,76.3
MagistralMedium 1.2 reasoning,75.0
EXAONE 4.032B reasoning,74.7
KAT-Coder-ProV1,74.7
NVIDIANemotron 3Nano reasoning,74.1
Claude Opus 4.5,73.8
Qwen3 VL32B reasoning,73.8
GLM-4.5 reasoning,73.8
LlamaNemotronSuper 49B v1.5 reasoning,73.7
o3-mini(high) reasoning,73.4
